decalcifier,whole milk
tropical fruit,root vegetables
yogurt,whole milk
rolls/buns,rolls/buns
ham,root vegetables,newspapers,other vegetables
white bread,pastry,whole milk,newspapers
tropical fruit,frozen fish
citrus fruit,margarine
brown bread,whipped/sour cream
citrus fruit,whole milk,yogurt,canned beer
whole milk,herbs
whole milk,pastry
beef,salty snack
canned fish,rolls/buns
brown bread,shopping bags
tropical fruit,red/blush wine
rolls/buns,cream cheese 
bottled water,butter milk
ham,rolls/buns,rolls/buns,chewing gum
other vegetables,pasta,whole milk
canned beer,shopping bags
mustard,fruit/vegetable juice
other vegetables,soda,rolls/buns
tropical fruit,yogurt,semi-finished bread,soda
pip fruit,frozen vegetables,butter milk
pork,grapes
ham,beverages,margarine
sausage,whipped/sour cream
whole milk,spread cheese
sausage,UHT-milk
pork,tropical fruit,whole milk,chewing gum
butter milk,whole milk
chicken,white bread
root vegetables,candy
pet care,snack products
soda,cling film/bags
butter,rolls/buns
meat,other vegetables
rolls/buns,detergent
root vegetables,butter
whole milk,coffee
sugar,bottled beer
sliced cheese,root vegetables
dishes,shopping bags
citrus fruit,pickled vegetables
frankfurter,canned beer,soda
ham,whole milk,brown bread
newspapers,rolls/buns
soda,soda
citrus fruit,processed cheese
salty snack,canned beer
ice cream,Instant food products,long life bakery product
whole milk,bottled beer
beef,spread cheese,misc. beverages
curd,soda
white bread,whole milk,hygiene articles
beef,whipped/sour cream
yogurt,frozen vegetables
other vegetables,soda
beef,other vegetables
yogurt,dental care
tropical fruit,soda,oil
other vegetables,butter,whipped/sour cream
pork,pastry,candy
dessert,sugar
rolls/buns,male cosmetics
pip fruit,yogurt
flour,brown bread
domestic eggs,other vegetables
domestic eggs,whole milk
meat,citrus fruit
canned beer,cake bar
soda,rolls/buns
other vegetables,frozen vegetables,cling film/bags,bottled water
soda,shopping bags,other vegetables,rolls/buns
beef,root vegetables
other vegetables,canned fish,white bread,waffles
dog food,pastry
UHT-milk,beverages
other vegetables,bottled beer
root vegetables,sliced cheese,shopping bags,sliced cheese
root vegetables,frozen meals,salty snack
frozen vegetables,tropical fruit
citrus fruit,root vegetables
pastry,brown bread
whole milk,whole milk,whole milk,domestic eggs
yogurt,long life bakery product
canned beer,bottled beer
photo/film,chewing gum
other vegetables,yogurt
soda,beverages
bottled beer,pip fruit
brown bread,liquor
yogurt,pasta
candles,chewing gum
liquor,rolls/buns,cream cheese 
onions,pastry,soda
beef,whole milk
sausage,tropical fruit,margarine
coffee,other vegetables,candy,whole milk
sausage,dessert
frankfurter,sausage
onions,other vegetables
newspapers,root vegetables
bottled beer,dog food,oil
berries,whipped/sour cream
bottled water,shopping bags
citrus fruit,whole milk,beef,shopping bags
sausage,hamburger meat,white bread
pasta,sausage,rolls/buns,root vegetables,flower (seeds)
sausage,butter,cream cheese 
sausage,fruit/vegetable juice
sausage,dessert,rolls/buns,pickled vegetables
soda,yogurt
pastry,shopping bags
root vegetables,newspapers
specialty chocolate,rolls/buns
whole milk,onions
canned beer,sliced cheese
napkins,white bread
margarine,coffee,sliced cheese
root vegetables,butter
rolls/buns,frozen vegetables
citrus fruit,processed cheese
dessert,frozen meals
coffee,UHT-milk
ice cream,white wine,soups,instant coffee
specialty chocolate,soft cheese
whole milk,butter
bottled water,whipped/sour cream
onions,soda
pip fruit,pudding powder
citrus fruit,hygiene articles
rolls/buns,hard cheese
herbs,dessert,yogurt
sausage,pasta
sausage,hamburger meat
pip fruit,roll products ,beverages,whole milk,canned fish,sugar
other vegetables,specialty bar
citrus fruit,whole milk
chicken,citrus fruit,sugar
pork,tea
frankfurter,shopping bags
liquor,yogurt,napkins
UHT-milk,butter,soda
berries,grapes
sausage,soda
bottled water,pork,salty snack
detergent,ice cream,hamburger meat,soda,sugar
soda,bottled beer,brown bread
frankfurter,pip fruit,hygiene articles
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice
tropical fruit,cream cheese 
other vegetables,cooking chocolate
tropical fruit,yogurt
root vegetables,coffee
soda,rolls/buns,shopping bags
hamburger meat,candy,napkins
citrus fruit,grapes
soda,rolls/buns,soda
tropical fruit,sugar
whole milk,rolls/buns
pip fruit,bottled beer,margarine
soda,pasta
other vegetables,liquor
pastry,napkins,shopping bags,margarine
soda,beverages,fruit/vegetable juice
ice cream,flower (seeds)
fruit/vegetable juice,whole milk
butter milk,pickled vegetables
whipped/sour cream,toilet cleaner
misc. beverages,oil
pastry,pet care,margarine
meat,hygiene articles,hard cheese,cat food
whole milk,whole milk
meat,domestic eggs
pork,domestic eggs
hamburger meat,pork
whipped/sour cream,citrus fruit
root vegetables,cream cheese 
frankfurter,cream cheese 
sausage,whole milk
meat,meat
whole milk,white wine
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables
tropical fruit,bottled water,whipped/sour cream
tropical fruit,rolls/buns
ham,other vegetables,napkins
root vegetables,tropical fruit
pip fruit,artif. sweetener,hygiene articles
canned beer,specialty chocolate,other vegetables,cream cheese 
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread
frankfurter,rubbing alcohol,sparkling wine,other vegetables,domestic eggs,white bread,yogurt,soda
hamburger meat,whole milk
butter milk,zwieback,pot plants
salt,frozen vegetables
tropical fruit,waffles
whipped/sour cream,whole milk
white bread,frozen fruits
oil,shopping bags
citrus fruit,citrus fruit
yogurt,whipped/sour cream
citrus fruit,skin care
citrus fruit,rolls/buns
rolls/buns,ice cream
frozen vegetables,pip fruit,hygiene articles
rolls/buns,domestic eggs
long life bakery product,rolls/buns
ketchup,specialty chocolate
long life bakery product,napkins
tropical fruit,other vegetables,sugar
whole milk,newspapers
beef,newspapers,canned vegetables
whole milk,oil
pip fruit,beverages,zwieback
fruit/vegetable juice,canned fish
root vegetables,other vegetables,whole milk,frozen meals
beef,whipped/sour cream
grapes,chocolate
pastry,misc. beverages
butter,whipped/sour cream
whole milk,bottled water
whole milk,specialty chocolate
pip fruit,butter
beef,margarine
tropical fruit,flour
beef,waffles
pip fruit,domestic eggs
citrus fruit,chicken
pork,rolls/buns
meat,canned beer,soda
berries,margarine
rolls/buns,chicken
sausage,napkins
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags
canned beer,dishes
UHT-milk,cream cheese 
sausage,coffee,female sanitary products
citrus fruit,white bread
rolls/buns,shopping bags
bottled beer,yogurt
pip fruit,sliced cheese,fruit/vegetable juice
whole milk,butter
packaged fruit/vegetables,onions
other vegetables,rolls/buns,domestic eggs
hard cheese,bottled water,root vegetables,brown bread
curd,frankfurter,white bread,pip fruit,waffles
cooking chocolate,red/blush wine,cleaner
ham,curd
whole milk,grapes
canned beer,yogurt
other vegetables,bottled water,shopping bags
chicken,rolls/buns
tropical fruit,yogurt
tropical fruit,UHT-milk
cat food,rolls/buns
cereals,soda
soda,soda
butter,candy
napkins,whole milk
butter,newspapers
pork,butter
butter,soda
yogurt,canned vegetables,seasonal products
whipped/sour cream,candy,butter
bottled beer,canned fish,fruit/vegetable juice
semi-finished bread,yogurt
specialty chocolate,chewing gum
sausage,UHT-milk
meat,cream cheese 
beverages,whole milk
pip fruit,bottled beer
whole milk,pot plants
onions,root vegetables
bottled beer,dog food
yogurt,curd,rolls/buns,whipped/sour cream
yogurt,tropical fruit,whipped/sour cream,Instant food products
pip fruit,curd,pip fruit,prosecco
meat,other vegetables
bottled beer,instant coffee
frozen dessert,tropical fruit
sausage,tropical fruit,pork,rolls/buns
mustard,sugar,baking powder
tropical fruit,citrus fruit
canned beer,tropical fruit
frankfurter,tropical fruit
pork,frozen meals
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt
butter milk,snack products,packaged fruit/vegetables
sausage,chicken
citrus fruit,whipped/sour cream
ham,domestic eggs
beef,pip fruit,bottled water,margarine,hygiene articles
beef,ham
pip fruit,newspapers
sausage,hair spray,canned beer
canned beer,bottled water
beef,misc. beverages
whole milk,flour
citrus fruit,canned beer
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate
syrup,waffles
chicken,other vegetables,frozen meals
specialty bar,soda
pastry,detergent,rice
pork,yogurt,napkins
whole milk,whole milk
other vegetables,chocolate
other vegetables,butter milk,chewing gum,specialty chocolate
fruit/vegetable juice,soda
root vegetables,soda
yogurt,yogurt,cream cheese 
whole milk,frozen vegetables
curd,yogurt
sliced cheese,cream cheese ,semi-finished bread
pip fruit,white bread
tropical fruit,skin care
sausage,sugar,semi-finished bread
pastry,newspapers
tropical fruit,pasta,sugar
potato products,pip fruit
hamburger meat,bottled beer,coffee,instant coffee,yogurt
sausage,margarine
canned beer,curd,coffee,flour
finished products,butter milk,fruit/vegetable juice,brown bread,pot plants
tropical fruit,pip fruit,root vegetables,pet care
frankfurter,rolls/buns
soda,bottled beer,baking powder
canned beer,bottled beer
curd,chocolate
other vegetables,bottled water
chicken,dessert
cooking chocolate,hygiene articles
meat,onions,whole milk,whole milk
whole milk,pip fruit,tropical fruit,soda
pastry,vinegar,salty snack
soda,pip fruit,hygiene articles,oil
whole milk,berries
other vegetables,frankfurter,napkins,pastry
citrus fruit,frankfurter,salty snack,newspapers,white wine
rolls/buns,pet care
rolls/buns,sausage,whole milk,nuts/prunes
sugar,whipped/sour cream
other vegetables,chicken
bottled beer,fruit/vegetable juice
pasta,canned beer
other vegetables,liquor (appetizer)
brown bread,pet care
sausage,canned beer
other vegetables,white bread,soft cheese
chicken,pastry
bottled beer,domestic eggs
UHT-milk,berries
fruit/vegetable juice,hard cheese
other vegetables,soda,whole milk,sweet spreads
rolls/buns,other vegetables,soda
sausage,curd cheese
whole milk,red/blush wine
whipped/sour cream,rolls/buns
other vegetables,pasta
frozen meals,brown bread,other vegetables,curd cheese
hamburger meat,citrus fruit,specialty chocolate,other vegetables
citrus fruit,root vegetables
sausage,rolls/buns,rolls/buns
soda,cream cheese 
pip fruit,bottled water
frozen meals,onions
newspapers,curd,turkey,curd,misc. beverages,bottled beer
frankfurter,tropical fruit
misc. beverages,long life bakery product
sausage,frankfurter,citrus fruit,bottled beer,soda,butter,oil
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products
soda,hard cheese
frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food
berries,pork,waffles,herbs,yogurt,specialty cheese,fruit/vegetable juice,long life bakery product
meat,sugar,margarine,cat food
meat,sausage,salty snack,white wine,frozen vegetables,beverages
sugar,coffee,cream cheese ,bottled water
UHT-milk,tropical fruit
tidbits,dessert,cat food
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine
sparkling wine,whole milk,dessert,salt
pet care,pastry
zwieback,rice
whole milk,butter
cake bar,shopping bags
curd,grapes,curd,shopping bags
pastry,other vegetables
white bread,dog food,potato products
soda,brown bread
berries,whole milk
sausage,yogurt
oil,chewing gum
citrus fruit,herbs
root vegetables,white wine,bottled water,red/blush wine
pastry,whole milk,dessert
butter,specialty bar
chicken,dessert
rolls/buns,yogurt,napkins
butter,bottled beer
root vegetables,rolls/buns,whole milk
whole milk,newspapers
sausage,whole milk
pastry,waffles
pasta,rolls/buns,margarine,canned fish,yogurt
hard cheese,soda
whole milk,beef,rolls/buns,mustard
oil,herbs
bottled beer,grapes,other vegetables,bottled water
sausage,other vegetables
newspapers,frozen vegetables,long life bakery product
chicken,coffee
frankfurter,coffee
bottled water,tropical fruit,whipped/sour cream
rolls/buns,pork
nuts/prunes,cream cheese 
butter milk,meat,curd,soda,long life bakery product
berries,hard cheese,dishes
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables
frankfurter,pork,pastry,canned vegetables
citrus fruit,whole milk
curd,liquor (appetizer)
citrus fruit,pip fruit
beef,finished products
sausage,newspapers,soda
other vegetables,chewing gum
butter,soda,oil
rolls/buns,packaged fruit/vegetables
white wine,sugar
yogurt,bottled water
tropical fruit,pot plants,shopping bags,sugar
whole milk,dessert
onions,waffles
whole milk,sugar
butter,root vegetables
chicken,domestic eggs
fruit/vegetable juice,rolls/buns
chicken,whipped/sour cream
other vegetables,whole milk,pudding powder,cream cheese 
newspapers,waffles,shopping bags
soda,salty snack
UHT-milk,tea
grapes,root vegetables,other vegetables
bottled beer,ice cream,salty snack
whole milk,yogurt,sliced cheese
whipped/sour cream,fruit/vegetable juice
newspapers,white bread,rolls/buns,beverages
tropical fruit,rolls/buns
other vegetables,packaged fruit/vegetables
misc. beverages,bottled water,other vegetables,coffee
whole milk,chicken,curd,rolls/buns,cereals,bottled water
frankfurter,other vegetables
pork,canned beer,whole milk,rolls/buns
bottled water,pastry
sausage,cake bar
dental care,soda
pork,chicken,other vegetables,curd,hard cheese
sausage,white wine,whole milk,beverages,semi-finished bread,napkins
whole milk,yogurt
sausage,other vegetables
soft cheese,flower (seeds)
bottled water,root vegetables,bottled beer,pastry
hygiene articles,other vegetables
whole milk,root vegetables
yogurt,rolls/buns
meat,whipped/sour cream
tropical fruit,fruit/vegetable juice
whole milk,yogurt
rolls/buns,whipped/sour cream
cream cheese ,bottled water
newspapers,coffee
beef,bottled water
dishes,other vegetables
beef,canned beer
rolls/buns,butter
pastry,citrus fruit
pork,other vegetables
soda,yogurt
pork,frozen dessert,newspapers
whole milk,grapes
fruit/vegetable juice,brown bread
other vegetables,salty snack,brown bread,canned beer
UHT-milk,soda,salty snack
pip fruit,white wine,shopping bags
pet care,pip fruit,candy
other vegetables,sugar
frankfurter,sliced cheese,sugar
pork,specialty cheese
hygiene articles,dessert
beef,pork,margarine,fruit/vegetable juice,margarine
sausage,soda
soda,whole milk,oil
sausage,pastry,whole milk
fruit/vegetable juice,other vegetables
soda,misc. beverages
canned beer,citrus fruit
pork,shopping bags
sausage,fruit/vegetable juice,bottled water
oil,soda
other vegetables,newspapers
butter,coffee,pastry,bottled beer
pot plants,grapes,brown bread,other vegetables,kitchen towels
other vegetables,finished products,beef,whole milk,chocolate,sugar
yogurt,misc. beverages,brown bread,napkins
specialty bar,misc. beverages
napkins,packaged fruit/vegetables,shopping bags
other vegetables,yogurt,soda
hamburger meat,popcorn
margarine,bottled water
other vegetables,bottled water,beverages
whole milk,soft cheese,pastry
margarine,yogurt
whipped/sour cream,whipped/sour cream
other vegetables,pot plants
yogurt,cream cheese 
frankfurter,napkins
soda,bathroom cleaner
frozen meals,pasta,curd
coffee,pot plants
bottled water,meat spreads
dessert,frozen vegetables
whole milk,grapes
curd,rolls/buns
whole milk,pip fruit
whole milk,rolls/buns,salty snack
tropical fruit,margarine
pastry,candy
frankfurter,coffee
whole milk,newspapers
bottled beer,butter
photo/film,canned beer,salty snack,curd,curd,whole milk,hygiene articles
pip fruit,brown bread
packaged fruit/vegetables,waffles
rolls/buns,butter milk
dessert,whole milk,waffles
whole milk,curd
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk
napkins,whole milk,butter milk
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs
sausage,root vegetables,soda,chocolate marshmallow
sausage,beverages
citrus fruit,pork,canned fish,oil
chicken,yogurt
sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese
rolls/buns,rolls/buns
hamburger meat,ice cream
rolls/buns,baby cosmetics
candy,domestic eggs
soda,whole milk
chicken,liquor
rolls/buns,soups
beef,chewing gum
long life bakery product,yogurt
onions,white wine
berries,domestic eggs
coffee,oil,newspapers
ham,frozen meals
root vegetables,white wine,liquor (appetizer)
rolls/buns,seasonal products
beef,salty snack
tropical fruit,soda,butter milk
turkey,salt
newspapers,white bread
bottled water,curd
bottled water,sliced cheese
whole milk,rolls/buns,soda
butter,seasonal products,fruit/vegetable juice
chicken,meat,chewing gum,bottled beer,baking powder,shopping bags
yogurt,butter milk
root vegetables,frankfurter,specialty bar,packaged fruit/vegetables,hygiene articles
pork,whole milk
chicken,rolls/buns,yogurt,pastry
soda,UHT-milk,dessert,napkins
soups,specialty bar,soda,whipped/sour cream
salt,semi-finished bread
other vegetables,canned beer,newspapers
sausage,whole milk
tropical fruit,citrus fruit
soda,pip fruit
pip fruit,frankfurter,whole milk,cream cheese 
other vegetables,whole milk
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds)
soda,butter,rolls/buns
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda
other vegetables,whole milk
frozen vegetables,other vegetables
soda,butter
butter,bottled water
sliced cheese,cat food
cream cheese ,pastry
UHT-milk,other vegetables,cream cheese ,rolls/buns
roll products ,specialty chocolate
yogurt,soft cheese
condensed milk,rolls/buns
whole milk,candy
beef,long life bakery product
specialty bar,whole milk,cling film/bags
whole milk,white bread
beverages,fruit/vegetable juice
yogurt,bottled water
coffee,hard cheese
pork,hygiene articles
rolls/buns,bottled water
canned beer,canned beer
root vegetables,pet care
rice,whipped/sour cream
long life bakery product,zwieback
other vegetables,hygiene articles
tropical fruit,other vegetables
rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care
long life bakery product,other vegetables
pork,beef,beef,bottled water,salty snack,flour,instant coffee
canned beer,hamburger meat,cake bar
whole milk,other vegetables,yogurt,newspapers,bottled water,pet care
beef,long life bakery product,berries,candles
whole milk,citrus fruit
yogurt,pastry
chicken,margarine
frozen vegetables,coffee
frozen meals,napkins
brown bread,frozen dessert
other vegetables,brown bread
tropical fruit,flower soil/fertilizer,flour,specialty bar
curd,sausage,margarine,long life bakery product
pork,packaged fruit/vegetables,pastry,rolls/buns
sausage,butter milk,beverages
canned beer,sliced cheese,long life bakery product,pasta
citrus fruit,UHT-milk
root vegetables,soda
whole milk,long life bakery product
nuts/prunes,coffee
other vegetables,bottled beer,white bread,fruit/vegetable juice
canned beer,brown bread
pip fruit,rolls/buns,specialty chocolate
rice,coffee
beef,whole milk
yogurt,hard cheese
other vegetables,bottled water
beef,root vegetables
chewing gum,newspapers,candy
fruit/vegetable juice,onions
citrus fruit,yogurt
beef,whole milk,pet care,citrus fruit
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt
berries,whole milk
curd,misc. beverages
ham,liquor (appetizer)
liver loaf,rolls/buns
sausage,yogurt
frankfurter,domestic eggs
tropical fruit,nuts/prunes
beef,yogurt
tropical fruit,napkins,whole milk
whole milk,yogurt
tropical fruit,citrus fruit,chocolate
bottled water,root vegetables
whole milk,spread cheese,bottled water,onions
onions,whole milk
soda,other vegetables
whole milk,rice
white wine,rolls/buns
rolls/buns,waffles
rolls/buns,popcorn,fruit/vegetable juice
margarine,bottled water
rolls/buns,make up remover
rolls/buns,pip fruit
soda,candy
coffee,soda
whole milk,processed cheese,pastry
packaged fruit/vegetables,frozen fish
onions,cream cheese ,dishes
semi-finished bread,newspapers
dish cleaner,ice cream,jam,newspapers
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar
rolls/buns,long life bakery product
tropical fruit,whole milk,brown bread,pastry
other vegetables,chocolate
cream cheese ,tropical fruit,bottled water,soda,specialty bar
white wine,whole milk,misc. beverages
mustard,whole milk,tropical fruit,whole milk
citrus fruit,whole milk,rolls/buns
finished products,rolls/buns
sausage,other vegetables,fruit/vegetable juice
berries,root vegetables
yogurt,citrus fruit,pastry
canned beer,soda,newspapers
sausage,grapes
beef,pip fruit
detergent,rolls/buns
beef,liquor,specialty cheese
yogurt,root vegetables
tropical fruit,other vegetables
root vegetables,frozen vegetables
rolls/buns,napkins
citrus fruit,soda,coffee
newspapers,whipped/sour cream,bottled water,curd cheese
newspapers,specialty chocolate
yogurt,whole milk
white bread,bottled water
tropical fruit,butter
margarine,long life bakery product
tropical fruit,brown bread
frankfurter,canned fish
dessert,rolls/buns
pip fruit,pastry
domestic eggs,bottled beer
other vegetables,salty snack
hamburger meat,rolls/buns
other vegetables,white bread
bottled water,brown bread
curd,sliced cheese,frozen fish
yogurt,tropical fruit
bottled water,domestic eggs
other vegetables,other vegetables
whole milk,oil
chicken,specialty chocolate
whipped/sour cream,curd
ham,rolls/buns
pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs
whipped/sour cream,frozen meals
curd,soda
sausage,curd,margarine
rolls/buns,specialty bar
sausage,meat,beverages,UHT-milk,frozen dessert,sugar
pastry,candles
coffee,other vegetables
sausage,bottled beer,misc. beverages
pastry,shopping bags
soda,frozen dessert,canned fish
instant coffee,berries
whole milk,onions
dog food,pork
pork,root vegetables
whipped/sour cream,shopping bags
whole milk,baking powder,newspapers
pork,bottled water,baking powder
rolls/buns,canned beer
rolls/buns,yogurt
pork,whole milk
whipped/sour cream,candy,whole milk
sausage,soda
other vegetables,frozen meals
curd,soda
tropical fruit,flour,specialty chocolate
whole milk,pastry
soda,rolls/buns
whipped/sour cream,other vegetables,honey
margarine,frozen vegetables
brown bread,yogurt
rolls/buns,bottled beer
pastry,specialty bar
whole milk,butter
yogurt,other vegetables,baking powder,candy
sausage,whipped/sour cream
canned beer,pork
ham,misc. beverages
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee
chocolate,other vegetables
rolls/buns,other vegetables
sausage,long life bakery product,beef,other vegetables,margarine
specialty chocolate,rolls/buns
pork,herbs
tropical fruit,chewing gum
citrus fruit,brown bread,ketchup
tropical fruit,whipped/sour cream
canned beer,fruit/vegetable juice
sausage,curd
waffles,pudding powder
butter milk,yogurt
white bread,hygiene articles
other vegetables,whole milk
long life bakery product,yogurt
frozen vegetables,whole milk
rolls/buns,napkins
other vegetables,frozen fish
tropical fruit,whole milk,shopping bags
butter,other vegetables
baking powder,bottled water
zwieback,bottled water
beverages,red/blush wine
whole milk,pastry
sausage,yogurt,tidbits
tropical fruit,whole milk
tropical fruit,soda
citrus fruit,margarine
bottled water,canned beer
yogurt,soda,yogurt
cocoa drinks,sliced cheese
coffee,specialty fat
pot plants,coffee,rolls/buns,hard cheese
hamburger meat,pastry
pork,tropical fruit
rolls/buns,citrus fruit,pot plants,yogurt,roll products ,fruit/vegetable juice
chicken,root vegetables
pastry,root vegetables
chicken,brown bread,soda
pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice
ice cream,other vegetables
canned beer,beverages
pork,specialty chocolate
soda,sliced cheese
rolls/buns,other vegetables
citrus fruit,soda
rolls/buns,oil,yogurt
rolls/buns,fruit/vegetable juice,frozen vegetables,whipped/sour cream
root vegetables,spread cheese
sausage,other vegetables
butter,frozen vegetables
newspapers,soda,female sanitary products
whole milk,soda,hygiene articles,canned beer
soda,roll products ,seasonal products
rolls/buns,detergent,shopping bags
beef,shopping bags
whipped/sour cream,curd
root vegetables,pastry,other vegetables,rolls/buns
root vegetables,UHT-milk
butter,margarine
misc. beverages,fruit/vegetable juice
ham,bathroom cleaner
root vegetables,coffee,domestic eggs,soda
domestic eggs,specialty fat
flower (seeds),honey
sweet spreads,butter
rolls/buns,curd
pip fruit,specialty chocolate
condensed milk,pork,whole milk,pastry
rolls/buns,napkins,cream cheese ,shopping bags
sausage,pastry,ice cream
pet care,bottled water,soda
rum,onions
meat,yogurt
chicken,root vegetables,whole milk,rolls/buns
tropical fruit,root vegetables,candy,yogurt,rolls/buns
sausage,root vegetables,soda
whole milk,bottled water
fruit/vegetable juice,yogurt,pastry
fruit/vegetable juice,beverages
other vegetables,newspapers
berries,root vegetables
other vegetables,dessert
shopping bags,hygiene articles
soda,spices
soda,chewing gum,rolls/buns,flour
cream cheese ,pudding powder
soda,artif. sweetener,salty snack
napkins,chewing gum
long life bakery product,whipped/sour cream,bottled beer
bottled beer,bottled beer
spread cheese,brown bread
yogurt,other vegetables
berries,shopping bags
oil,bottled beer
photo/film,whole milk,shopping bags
coffee,soda
other vegetables,shopping bags,specialty bar
rolls/buns,onions,napkins
ham,yogurt
hamburger meat,rolls/buns,pip fruit,berries
bottled beer,tropical fruit
root vegetables,tropical fruit
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water
pork,frozen vegetables
soda,mustard
bottled water,other vegetables
sausage,liquor
onions,whole milk
other vegetables,soda
pip fruit,butter,whole milk,other vegetables
sausage,other vegetables
butter milk,chocolate,berries,sweet spreads,butter,long life bakery product,napkins,white bread
frankfurter,mustard,shopping bags
shopping bags,soda
pork,canned beer
whipped/sour cream,whole milk
tropical fruit,chocolate
pastry,curd
rolls/buns,cling film/bags
long life bakery product,brown bread,popcorn
root vegetables,white bread,meat spreads
oil,chewing gum
rolls/buns,rolls/buns
whole milk,cake bar
yogurt,long life bakery product
whole milk,coffee,brandy
soda,shopping bags
pork,shopping bags
sausage,newspapers
tropical fruit,coffee,canned vegetables
soda,hygiene articles
rolls/buns,margarine
salty snack,pip fruit
bottled water,whipped/sour cream
meat,newspapers,cleaner
margarine,rolls/buns
herbs,onions,brown bread
whole milk,canned fish
frankfurter,other vegetables,bottled beer
citrus fruit,whipped/sour cream
citrus fruit,instant coffee
butter,rolls/buns,cream cheese ,flour
canned beer,other vegetables,yogurt
sausage,pork
pork,whipped/sour cream
beef,other vegetables
sausage,salty snack,brown bread,white bread,candles
meat,house keeping products
rolls/buns,grapes,shopping bags
hamburger meat,cookware,pastry
sausage,pip fruit,dish cleaner
beef,tropical fruit
beef,white wine,UHT-milk,butter milk
citrus fruit,ham,onions,yogurt,pasta,newspapers
canned beer,fruit/vegetable juice
pork,hard cheese
beef,tropical fruit
citrus fruit,domestic eggs
butter,margarine
domestic eggs,other vegetables,brown bread
bottled beer,nut snack
citrus fruit,whole milk
oil,fruit/vegetable juice,domestic eggs
pip fruit,pastry
whole milk,hard cheese,white bread
yogurt,salty snack
whole milk,flour,whole milk,margarine
soda,shopping bags
brown bread,whole milk,frozen vegetables,frozen meals
whole milk,bottled water,coffee
newspapers,other vegetables,yogurt
canned fish,yogurt
tropical fruit,whole milk
ice cream,yogurt
pastry,frozen fish
pip fruit,shopping bags
whipped/sour cream,meat spreads
whole milk,hard cheese
beverages,sausage
ice cream,beef,yogurt,canned beer
canned beer,curd
cat food,soda
hamburger meat,soda,hard cheese
frozen dessert,beef,citrus fruit,root vegetables
chicken,rolls/buns,other vegetables,margarine
ham,hamburger meat,whole milk,margarine
soda,sausage,yogurt,root vegetables
frankfurter,beef,red/blush wine,whole milk,frozen dessert
sausage,fruit/vegetable juice,pot plants
pip fruit,pet care,bottled water
salt,yogurt,rolls/buns,whole milk
yogurt,hygiene articles
detergent,newspapers,other vegetables,ketchup
root vegetables,other vegetables
frankfurter,red/blush wine
chicken,tropical fruit,whipped/sour cream
other vegetables,salt
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions
root vegetables,newspapers
tropical fruit,whipped/sour cream
sausage,chewing gum
berries,condensed milk
rolls/buns,margarine
whole milk,yogurt,semi-finished bread
rolls/buns,cake bar
ham,onions,baking powder
dessert,chewing gum
detergent,pet care
soda,whole milk
bottled water,soda
misc. beverages,salt
frankfurter,pickled vegetables,other vegetables
misc. beverages,citrus fruit,napkins
bottled water,yogurt,seasonal products
bottled beer,specialty chocolate
specialty chocolate,shopping bags
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water
whole milk,root vegetables
tropical fruit,pip fruit,prosecco
citrus fruit,other vegetables
pork,butter
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese 
beef,sausage,oil,candles
bottled water,rolls/buns
coffee,whole milk,canned fruit
sausage,pip fruit
other vegetables,margarine
frozen vegetables,yogurt
whole milk,root vegetables,soda
pot plants,bottled water,yogurt
canned beer,rolls/buns
other vegetables,candy
pip fruit,root vegetables
rolls/buns,pastry
ham,pastry
dessert,dishes
coffee,rolls/buns
curd,curd
semi-finished bread,dish cleaner
